planner_type,success,time_sec,iterations,nodes,classical_calls,classical_successful_extensions,invalid_random_targets,empty_candidate_sets,goal_sample_hits,duplicate_rejections,invalid_chosen_state_rejections,invalid_chosen_edge_rejections,candidate_count_total,candidate_count_nonempty_iters,avg_candidate_count,selected_score_total,avg_selected_score,initial_score_total,marked_set_size_total,improvement_rounds_total,classical_improvements,path_waypoints,bins_per_joint,total_grid_states,q_start,q_goal,start_idx_raw,goal_idx_raw,start_idx,goal_idx,seed,max_iters,goal_sample_rate,goal_radius_idx,candidate_count,target_weight,goal_weight,best_rounds,score_margin
crrt_matched_score,True,21.5393755689729,173,125,123,123,46,4,19,0,0,0,7473,123,60.75609756097561,82.95576127806683,0.674437083561519,-67.71644837906294,6223,311,119,15,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",11,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.047816616948694,56,42,40,40,16,0,8,0,0,0,2528,40,63.2,44.048823707683596,1.10122059269209,-10.263914805840091,2001,97,39,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",12,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,6.517477601999417,41,34,32,32,9,0,5,0,0,0,1990,32,62.1875,34.00942203337989,1.0627944385431216,-10.798799038864002,1601,85,30,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",13,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,7.627912956057116,50,44,42,42,8,0,5,0,0,0,2656,42,63.23809523809524,37.42528434492064,0.8910781986885867,-14.407389934369306,2262,106,41,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",14,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.01610818784684,63,43,41,41,22,0,7,0,0,0,2562,41,62.48780487804878,38.86453653030517,0.9479155251293945,-22.48503251235771,2204,109,40,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",15,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,7.658330824924633,46,36,34,34,12,0,6,0,0,0,2107,34,61.970588235294116,33.22440433983402,0.9771883629362946,-11.894677959991867,1740,86,31,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",16,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.070723791141063,54,40,38,38,16,0,7,0,0,0,2335,38,61.44736842105263,31.040863268443417,0.8168648228537742,-21.71942107902188,2238,101,38,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",17,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,10.63144195289351,74,58,56,56,18,0,5,0,0,0,3506,56,62.607142857142854,52.4672900803203,0.936915894291434,-14.736764657307862,2414,142,56,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",18,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.035975348204374,32,28,26,26,6,0,5,0,0,0,1612,26,62.0,28.48398306521953,1.0955378102007511,-3.328989675254425,966,56,23,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",19,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,4.84463197295554,33,26,24,24,9,0,7,0,0,0,1524,24,63.5,27.578901988182682,1.1491209161742784,-1.257109974295851,882,51,20,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",20,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.942287010140717,62,49,47,47,15,0,6,0,0,0,2978,47,63.361702127659576,42.08345689474994,0.8953926998882966,-19.43507075952108,2437,120,46,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",21,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,4.709279056172818,27,20,18,18,9,0,5,0,0,0,1117,18,62.05555555555556,20.440547585392352,1.1355859769662418,-10.203731595991098,933,50,18,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",22,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.699652103008702,57,45,43,43,14,0,7,0,0,0,2678,43,62.27906976744186,44.817332021574344,1.04226353538545,-18.60906622341654,2361,110,43,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",23,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,25.16152682201937,200,144,142,142,53,5,20,0,0,0,8630,142,60.774647887323944,98.19197859468872,0.6914928070048502,-74.02338914958166,6963,363,142,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",24,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,4.715218698140234,33,22,20,20,13,0,6,0,0,0,1274,20,63.7,26.796150976366075,1.3398075488183037,-3.5477776215374126,816,44,19,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",25,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.822983918944374,38,32,30,30,8,0,7,0,0,0,1870,30,62.333333333333336,30.834244936566012,1.0278081645522004,-11.33683954589771,1474,84,30,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",26,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.905095899943262,62,49,47,47,15,0,5,0,0,0,2881,47,61.297872340425535,47.236886124666306,1.005040130312049,-13.816734378600383,2387,117,46,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",27,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,8.388175589032471,62,42,40,40,22,0,7,0,0,0,2490,40,62.25,36.16478360048505,0.9041195900121263,-8.298516276766376,1794,95,37,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",28,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,12.797291239956394,98,68,66,66,32,0,6,0,0,0,3899,66,59.07575757575758,58.45980013251374,0.8857545474623294,-20.06716381908994,2884,173,65,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",29,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,6.772863150108606,47,34,32,32,15,0,6,0,0,0,2036,32,63.625,35.00362706635946,1.0938633458237332,-8.718652961322212,1659,85,32,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",30,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,10.970353999175131,69,49,47,47,22,0,7,0,0,0,2976,47,63.319148936170215,47.070317830641656,1.0014961240562055,-17.668746710051693,2572,119,45,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",31,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,4.399341635871679,28,24,22,22,6,0,6,0,0,0,1353,22,61.5,27.22873051667085,1.237669568939584,-8.17108617332067,1024,53,21,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",32,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.33058570092544,45,34,32,32,13,0,5,0,0,0,2016,32,63.0,34.305195107626425,1.0720373471133258,-3.535735527816082,1201,76,30,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",33,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,6.390626396052539,43,34,32,32,11,0,6,0,0,0,1938,32,60.5625,32.14881663526334,1.0046505198519793,-11.952218760158901,1487,76,31,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",34,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.78172188391909,35,31,29,29,6,0,7,0,0,0,1838,29,63.37931034482759,34.70449912068987,1.196706866230685,-5.9696469253071065,1232,65,27,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",35,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,11.603856479050592,68,57,55,55,13,0,7,0,0,0,3482,55,63.30909090909091,52.582694558807574,0.9560489919783195,-15.948592602878158,2853,145,53,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",36,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.892865859903395,46,32,30,30,16,0,6,0,0,0,1846,30,61.53333333333333,28.394613593417596,0.9464871197805865,-15.643154830300775,1615,76,28,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",37,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,9.221883880905807,54,43,41,41,13,0,7,0,0,0,2531,41,61.73170731707317,42.89560371865591,1.046234237040388,-17.324200948393372,2216,103,39,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",38,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,3.597852634964511,23,19,17,17,6,0,7,0,0,0,1054,17,62.0,19.23860756287406,1.131682797816121,-0.8896332894893386,588,39,17,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",39,2000,0.1,0.0,64,1.0,1.0,3,0.0
crrt_matched_score,True,5.778695625020191,42,31,29,29,13,0,6,0,0,0,1794,29,61.86206896551724,30.526149051325902,1.0526258293560655,-7.955153854083331,1419,74,29,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",40,2000,0.1,0.0,64,1.0,1.0,3,0.0
