iteration,goal_sampled,candidate_count,chosen_idx,chosen_rank,accepted,rejection_reason,tree_nodes
178,False,81,"(3, 5, 5, 7, 2, 4)",2,True,,79
179,False,0,,,False,invalid_random_target,79
180,False,83,"(5, 5, 5, 6, 4, 5)",3,False,duplicate,79
181,False,82,"(5, 5, 5, 7, 2, 4)",3,True,,80
182,False,0,,,False,invalid_random_target,80
183,False,0,,,False,invalid_random_target,80
184,False,81,"(3, 5, 5, 7, 4, 4)",5,False,duplicate,80
185,False,74,"(4, 5, 6, 7, 4, 4)",8,False,duplicate,80
186,False,0,,,False,invalid_random_target,80
187,False,79,"(3, 5, 6, 5, 4, 3)",6,True,,81
188,False,27,"(2, 6, 6, 8, 1, 1)",6,True,,82
189,False,83,"(5, 5, 6, 5, 4, 5)",6,False,duplicate,82
190,False,81,"(3, 5, 6, 5, 2, 3)",5,False,duplicate,82
191,False,82,"(4, 5, 6, 5, 3, 5)",8,False,duplicate,82
192,False,75,"(5, 6, 6, 6, 2, 3)",6,True,,83
193,False,0,,,False,invalid_random_target,83
194,False,0,,,False,invalid_random_target,83
195,False,0,,,False,invalid_random_target,83
196,True,42,"(2, 6, 6, 8, 1, 2)",4,False,duplicate,83
197,False,82,"(4, 5, 5, 6, 3, 3)",1,True,,84
198,False,69,"(3, 6, 6, 6, 2, 3)",3,True,,85
199,False,31,"(3, 5, 7, 7, 2, 4)",2,True,,86
200,False,81,"(3, 5, 5, 7, 3, 3)",1,True,,87
201,False,0,,,False,invalid_random_target,87
202,False,0,,,False,invalid_random_target,87
203,False,81,"(3, 5, 5, 8, 3, 4)",4,True,,88
204,True,42,"(2, 6, 7, 8, 2, 1)",6,True,,89
205,False,79,"(4, 5, 6, 5, 3, 3)",2,False,duplicate,89
206,False,82,"(4, 5, 5, 6, 5, 3)",6,False,duplicate,89
207,False,59,"(2, 6, 6, 8, 1, 1)",4,False,duplicate,89
208,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,89
209,False,84,"(3, 6, 6, 6, 4, 3)",8,True,,90
210,False,82,"(4, 5, 5, 5, 4, 3)",3,True,,91
211,False,78,"(5, 5, 6, 6, 3, 5)",3,True,,92
212,False,0,,,False,invalid_random_target,92
213,False,74,"(4, 5, 6, 7, 4, 3)",7,False,duplicate,92
214,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,92
215,False,81,"(3, 6, 5, 7, 3, 4)",6,False,duplicate,92
216,False,83,"(4, 5, 5, 7, 4, 3)",2,True,,93
217,False,82,"(4, 5, 5, 5, 4, 3)",3,False,duplicate,93
218,False,81,"(3, 5, 5, 5, 3, 3)",2,False,duplicate,93
219,False,80,"(3, 6, 6, 7, 4, 2)",7,True,,94
220,False,83,"(4, 5, 6, 7, 4, 4)",3,False,duplicate,94
221,True,42,"(2, 6, 7, 7, 2, 2)",8,True,,95
222,False,0,,,False,invalid_random_target,95
223,False,81,"(3, 5, 6, 7, 2, 5)",5,True,,96
224,False,81,"(3, 6, 5, 7, 3, 4)",6,False,duplicate,96
225,False,83,"(4, 5, 5, 5, 4, 5)",4,False,duplicate,96
226,False,77,"(5, 5, 6, 7, 3, 2)",3,True,,97
227,False,82,"(4, 5, 5, 5, 4, 3)",3,False,duplicate,97
228,False,0,,,False,invalid_random_target,97
229,True,42,"(2, 6, 7, 7, 2, 2)",8,False,duplicate,97
230,False,82,"(4, 5, 5, 6, 4, 4)",2,False,duplicate,97
231,False,71,"(4, 5, 7, 6, 3, 5)",8,True,,98
232,False,58,"(3, 6, 6, 7, 2, 4)",6,True,,99
233,False,83,"(5, 5, 5, 6, 4, 5)",3,False,duplicate,99
234,False,83,"(4, 5, 5, 7, 4, 3)",5,False,duplicate,99
235,False,0,,,False,invalid_random_target,99
236,True,42,"(2, 6, 7, 7, 1, 2)",3,False,duplicate,99
237,False,81,"(3, 5, 6, 7, 3, 4)",3,False,duplicate,99
238,False,82,"(4, 5, 6, 6, 4, 5)",4,False,duplicate,99
239,False,74,"(4, 5, 6, 6, 3, 4)",1,False,duplicate,99
240,False,82,"(3, 5, 5, 8, 3, 4)",4,False,duplicate,99
241,False,83,"(5, 5, 5, 6, 1, 4)",8,True,,100
242,False,74,"(3, 5, 6, 7, 4, 3)",2,True,,101
243,False,82,"(4, 5, 5, 7, 4, 5)",6,False,duplicate,101
244,False,82,"(4, 5, 6, 5, 4, 4)",4,False,duplicate,101
245,False,0,,,False,invalid_random_target,101
246,True,42,"(2, 6, 7, 9, 1, 2)",2,False,duplicate,101
247,False,81,"(5, 5, 6, 8, 2, 2)",7,False,duplicate,101
248,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,101
249,False,82,"(4, 5, 5, 6, 3, 5)",3,False,duplicate,101
250,False,67,"(2, 5, 6, 5, 3, 3)",8,True,,102
251,False,82,"(5, 5, 5, 7, 3, 3)",2,True,,103
252,False,80,"(2, 5, 6, 5, 2, 2)",7,True,,104
253,False,83,"(5, 5, 5, 6, 5, 4)",5,False,duplicate,104
254,False,82,"(4, 5, 5, 7, 5, 4)",7,False,duplicate,104
255,False,0,,,False,invalid_random_target,104
256,False,83,"(4, 5, 5, 8, 4, 4)",5,True,,105
257,False,82,"(4, 5, 6, 6, 4, 3)",3,False,duplicate,105
258,False,67,"(3, 6, 6, 5, 3, 3)",6,True,,106
259,False,75,"(4, 5, 6, 6, 2, 3)",1,False,duplicate,106
260,False,0,,,False,invalid_random_target,106
261,False,0,,,False,invalid_random_target,106
262,False,79,"(5, 5, 6, 5, 2, 3)",4,False,duplicate,106
263,False,58,"(3, 5, 6, 7, 1, 4)",3,True,,107
264,False,0,,,False,invalid_random_target,107
265,False,82,"(5, 5, 6, 6, 2, 4)",4,True,,108
266,False,83,"(5, 5, 5, 5, 4, 4)",1,False,duplicate,108
267,False,74,"(5, 5, 6, 6, 3, 3)",2,False,duplicate,108
268,False,82,"(4, 5, 5, 7, 2, 5)",5,True,,109
269,False,80,"(3, 6, 6, 6, 3, 2)",3,True,,110
270,False,0,,,False,invalid_random_target,110
271,False,82,"(4, 5, 5, 7, 5, 4)",7,False,duplicate,110
272,True,42,"(2, 6, 7, 8, 2, 3)",5,False,duplicate,110
273,False,82,"(4, 5, 5, 7, 5, 4)",7,False,duplicate,110
274,False,0,,,False,invalid_random_target,110
275,False,83,"(5, 5, 5, 6, 4, 3)",6,False,duplicate,110
276,False,74,"(4, 5, 6, 8, 4, 3)",5,False,duplicate,110
277,True,42,"(2, 6, 7, 9, 1, 2)",2,False,duplicate,110
278,False,82,"(4, 5, 6, 5, 4, 4)",7,False,duplicate,110
279,False,0,,,False,invalid_random_target,110
280,True,42,"(2, 6, 7, 9, 1, 2)",2,False,duplicate,110
281,False,0,,,False,invalid_random_target,110
282,False,0,,,False,invalid_random_target,110
283,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,110
284,False,83,"(4, 5, 6, 7, 5, 3)",8,False,duplicate,110
285,False,0,,,False,invalid_random_target,110
286,False,83,"(4, 5, 5, 5, 4, 5)",4,False,duplicate,110
287,False,82,"(5, 5, 5, 7, 3, 5)",7,False,duplicate,110
288,True,42,"(2, 6, 6, 8, 1, 2)",4,False,duplicate,110
289,False,0,,,False,invalid_random_target,110
290,False,81,"(3, 5, 5, 7, 4, 4)",5,False,duplicate,110
291,False,81,"(4, 5, 5, 7, 2, 3)",1,True,,111
292,False,83,"(4, 5, 5, 7, 4, 3)",2,False,duplicate,111
293,False,0,,,False,invalid_random_target,111
294,False,82,"(4, 5, 6, 6, 2, 5)",6,False,duplicate,111
295,False,83,"(5, 5, 5, 6, 5, 4)",5,False,duplicate,111
296,False,83,"(4, 6, 6, 7, 2, 3)",1,True,,112
297,False,0,,,False,invalid_random_target,112
298,False,0,,,False,invalid_random_target,112
299,False,82,"(4, 5, 6, 6, 5, 4)",8,True,,113
300,False,64,"(3, 5, 6, 6, 2, 4)",2,False,duplicate,113
301,False,64,"(3, 5, 6, 5, 2, 3)",4,False,duplicate,113
302,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,113
303,False,83,"(5, 5, 5, 6, 4, 3)",6,False,duplicate,113
304,False,82,"(4, 5, 5, 6, 3, 5)",2,False,duplicate,113
305,False,0,,,False,invalid_random_target,113
306,False,0,,,False,invalid_random_target,113
307,False,83,"(5, 5, 5, 5, 4, 4)",1,False,duplicate,113
308,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,113
309,False,82,"(4, 5, 5, 6, 3, 5)",2,False,duplicate,113
310,False,82,"(5, 5, 5, 7, 3, 3)",2,False,duplicate,113
311,False,77,"(4, 5, 6, 5, 2, 2)",4,True,,114
312,False,83,"(3, 6, 6, 7, 2, 4)",3,False,duplicate,114
313,False,82,"(4, 5, 6, 6, 5, 4)",8,False,duplicate,114
314,False,81,"(3, 5, 5, 6, 3, 3)",8,True,,115
315,False,83,"(3, 5, 5, 5, 2, 4)",7,True,,116
316,False,0,,,False,invalid_random_target,116
317,False,74,"(4, 5, 6, 8, 4, 3)",5,False,duplicate,116
318,False,71,"(3, 5, 6, 6, 3, 5)",7,True,,117
319,False,54,"(2, 6, 6, 7, 1, 2)",8,True,,118
320,False,82,"(4, 5, 5, 6, 2, 2)",1,False,duplicate,118
321,False,82,"(3, 5, 5, 6, 2, 3)",1,True,,119
322,False,67,"(3, 5, 6, 7, 4, 3)",3,False,duplicate,119
323,False,0,,,False,invalid_random_target,119
324,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,119
325,False,82,"(4, 5, 5, 5, 2, 5)",5,True,,120
326,False,0,,,False,invalid_random_target,120
327,False,82,"(4, 5, 5, 8, 2, 4)",2,True,,121
328,True,42,"(2, 6, 7, 9, 1, 2)",2,False,duplicate,121
329,False,83,"(5, 5, 5, 6, 4, 5)",3,False,duplicate,121
330,False,74,"(4, 5, 6, 7, 3, 3)",1,False,duplicate,121
331,False,83,"(4, 6, 5, 7, 2, 4)",6,True,,122
332,False,80,"(2, 5, 6, 6, 2, 3)",5,True,,123
333,True,42,"(2, 6, 7, 8, 2, 3)",5,False,duplicate,123
334,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,123
335,False,79,"(4, 5, 6, 6, 4, 3)",3,False,duplicate,123
336,False,82,"(4, 5, 5, 6, 4, 2)",5,True,,124
337,False,83,"(4, 5, 5, 7, 4, 3)",2,False,duplicate,124
338,False,82,"(4, 5, 5, 7, 4, 3)",3,False,duplicate,124
339,False,0,,,False,invalid_random_target,124
340,False,0,,,False,invalid_random_target,124
341,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,124
342,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,124
343,False,83,"(5, 5, 5, 6, 2, 3)",2,False,duplicate,124
344,True,42,"(2, 6, 7, 7, 1, 2)",3,False,duplicate,124
345,False,0,,,False,invalid_random_target,124
346,False,0,,,False,invalid_random_target,124
347,False,0,,,False,invalid_random_target,124
348,True,42,"(2, 6, 6, 8, 1, 2)",4,False,duplicate,124
349,False,82,"(4, 5, 5, 7, 5, 4)",7,False,duplicate,124
350,False,82,"(4, 5, 5, 5, 4, 3)",3,False,duplicate,124
351,False,82,"(4, 5, 5, 6, 3, 3)",1,False,duplicate,124
352,False,31,"(4, 6, 7, 6, 2, 5)",7,True,,125
353,True,42,"(2, 6, 7, 8, 1, 1)",1,False,duplicate,125
354,False,0,,,False,invalid_random_target,125
355,False,77,"(4, 5, 6, 6, 3, 2)",1,False,duplicate,125
356,False,0,,,False,invalid_random_target,125
357,False,77,"(4, 6, 6, 5, 3, 2)",8,True,,126
358,False,83,"(5, 5, 6, 5, 4, 5)",6,False,duplicate,126
359,False,83,"(3, 6, 6, 6, 3, 2)",3,False,duplicate,126
360,False,81,"(4, 5, 6, 8, 2, 3)",1,False,duplicate,126
361,False,81,"(3, 5, 6, 6, 3, 3)",3,True,,127
362,False,0,,,False,invalid_random_target,127
363,False,0,,,False,invalid_random_target,127
364,False,83,"(5, 5, 5, 6, 4, 3)",3,False,duplicate,127
365,True,42,"(2, 6, 7, 9, 2, 2)",7,False,duplicate,127
366,False,82,"(4, 5, 6, 6, 3, 2)",3,False,duplicate,127
367,False,0,,,False,invalid_random_target,127
368,False,82,"(5, 5, 5, 6, 3, 4)",1,True,,128
369,True,42,"(2, 6, 7, 7, 2, 2)",8,False,duplicate,128
370,False,83,"(5, 5, 5, 6, 5, 4)",5,False,duplicate,128
371,False,75,"(4, 5, 6, 6, 2, 3)",1,False,duplicate,128
372,False,65,"(4, 6, 7, 6, 2, 3)",1,True,,129
373,False,79,"(4, 5, 6, 8, 3, 2)",3,True,,130
374,False,0,,,False,invalid_random_target,130
375,False,82,"(4, 5, 5, 6, 3, 3)",1,False,duplicate,130
376,False,83,"(4, 6, 7, 7, 3, 3)",5,True,,131
377,True,42,"(2, 6, 7, 8, 2, 3)",5,False,duplicate,131
378,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,131
379,False,79,"(5, 5, 6, 5, 3, 2)",7,False,duplicate,131
380,False,0,,,False,invalid_random_target,131
381,False,82,"(3, 5, 5, 6, 2, 5)",7,True,,132
382,True,42,"(2, 6, 7, 7, 2, 2)",8,False,duplicate,132
383,False,83,"(5, 5, 6, 5, 4, 5)",6,False,duplicate,132
384,False,0,,,False,invalid_random_target,132
385,False,83,"(5, 5, 6, 5, 4, 5)",6,False,duplicate,132
386,False,0,,,False,invalid_random_target,132
387,False,82,"(4, 5, 5, 6, 4, 4)",2,False,duplicate,132
388,False,80,"(3, 5, 5, 6, 2, 3)",1,False,duplicate,132
389,False,83,"(4, 6, 6, 6, 2, 2)",1,True,,133
390,False,82,"(5, 5, 5, 8, 3, 4)",8,False,duplicate,133
391,False,0,,,False,invalid_random_target,133
392,False,0,,,False,invalid_random_target,133
393,False,82,"(4, 5, 5, 7, 2, 5)",5,False,duplicate,133
394,False,83,"(4, 5, 5, 7, 5, 4)",8,False,duplicate,133
395,False,0,,,False,invalid_random_target,133
396,False,81,"(3, 5, 5, 5, 2, 4)",3,False,duplicate,133
397,False,0,,,False,invalid_random_target,133
398,False,0,,,False,invalid_random_target,133
399,False,83,"(5, 5, 6, 5, 4, 5)",6,False,duplicate,133
400,False,79,"(5, 5, 6, 6, 3, 3)",1,False,duplicate,133
401,False,0,,,False,invalid_random_target,133
402,False,83,"(4, 6, 6, 7, 3, 2)",2,True,,134
403,False,83,"(5, 5, 5, 6, 4, 5)",3,False,duplicate,134
404,False,82,"(4, 5, 5, 7, 2, 5)",5,False,duplicate,134
405,False,0,,,False,invalid_random_target,134
406,False,0,,,False,invalid_random_target,134
407,False,82,"(4, 5, 5, 5, 2, 5)",5,False,duplicate,134
408,True,42,"(2, 6, 6, 8, 1, 2)",4,False,duplicate,134
409,False,0,,,False,invalid_random_target,134
410,False,82,"(5, 5, 5, 5, 3, 3)",4,True,,135
411,False,83,"(4, 7, 7, 7, 2, 3)",5,True,,136
412,False,83,"(4, 5, 5, 6, 5, 5)",8,False,duplicate,136
413,False,0,,,False,invalid_random_target,136
414,False,74,"(4, 5, 6, 7, 4, 2)",3,True,,137
415,True,42,"(2, 6, 7, 9, 2, 2)",7,False,duplicate,137
416,False,0,,,False,invalid_random_target,137
417,False,82,"(4, 5, 5, 6, 3, 3)",1,False,duplicate,137
418,False,80,"(3, 6, 6, 8, 2, 3)",3,True,,138
419,False,82,"(3, 5, 5, 6, 1, 4)",4,True,,139
420,False,79,"(5, 5, 6, 7, 4, 3)",5,True,,140
421,False,0,,,False,invalid_random_target,140
422,False,83,"(4, 5, 5, 7, 4, 3)",2,False,duplicate,140
423,False,0,,,False,invalid_random_target,140
424,True,42,"(2, 6, 7, 7, 1, 2)",3,False,duplicate,140
425,False,81,"(4, 5, 5, 6, 2, 3)",8,True,,141
426,False,82,"(4, 5, 5, 7, 4, 3)",5,False,duplicate,141
427,True,42,"(2, 6, 6, 8, 1, 2)",4,False,duplicate,141
428,False,83,"(3, 6, 5, 7, 2, 3)",1,True,,142
429,False,82,"(5, 5, 5, 6, 3, 4)",1,False,duplicate,142
430,False,80,"(3, 7, 7, 7, 1, 3)",2,True,,143
431,False,74,"(4, 5, 6, 7, 3, 3)",1,False,duplicate,143
432,False,76,"(4, 5, 7, 6, 4, 4)",8,False,duplicate,143
433,False,0,,,False,invalid_random_target,143
434,False,82,"(4, 5, 5, 5, 3, 4)",1,False,duplicate,143
435,False,83,"(5, 5, 5, 6, 4, 5)",3,False,duplicate,143
436,False,82,"(4, 5, 5, 6, 2, 4)",1,True,,144
437,False,84,"(4, 6, 5, 6, 3, 2)",5,True,,145
438,False,0,,,False,invalid_random_target,145
439,False,0,,,False,invalid_random_target,145
440,False,0,,,False,invalid_random_target,145
441,False,0,,,False,invalid_random_target,145
442,False,0,,,False,invalid_random_target,145
443,False,0,,,False,invalid_random_target,145
444,False,0,,,False,invalid_random_target,145
445,False,81,"(3, 6, 6, 7, 2, 2)",1,True,,146
